Date,Platform,Campaign,Region,Spend,CPM,Impressions,Frequency,Clicks,Purchases,Revenue,Product_Category,Target_Audience,Creative_Type,Video_Completion_Rate,Customer_LTV,Is_Competitive_Event,Week,Month,CTR,CPC,CVR,ROAS
2024-01-01,Google,Google_Fitnessenth_Display_Preworkout_001,Midwest,593.21,22.5,26364,3.33,462,5,323.25,Preworkout,Fitnessenth,Display,,546.0,True,1,1,0.017523896222121076,1.284004329004329,0.010822510822510822,0.5449166399757253
2024-01-01,Tt,Tt_Athletes_Video_Protein_001,West,1275.14,15.0,85009,2.64,819,28,2356.91,Protein,Athletes,Video,0.741,604.8,True,1,1,0.009634274018045149,1.556947496947497,0.03418803418803419,1.848353906237746
2024-01-01,Tt,Tt_Athletes_Video_Protein_001,South,1392.66,15.0,92844,4.06,838,20,1662.55,Protein,Athletes,Video,,604.8,True,1,1,0.00902589289560984,1.6618854415274464,0.02386634844868735,1.1937946088779745
2024-01-01,Tt,Tt_Athletes_Video_Protein_001,Northeast,1043.12,15.0,69541,2.24,738,24,1941.72,Protein,Athletes,Video,0.741,604.8,True,1,1,0.010612444457226672,1.413441734417344,0.032520325203252036,1.8614540992407396
2024-01-01,Tt,Tt_Athletes_Video_Protein_001,Midwest,1326.19,15.0,88412,2.95,698,13,1074.14,Protein,Athletes,Video,0.741,604.8,True,1,1,0.007894855901913767,1.8999856733524356,0.01862464183381089,0.8099442764611406
2024-01-01,Tt,Tt_Fitnessenth_Video_Preworkout_001,West,1172.17,15.0,78144,3.45,841,19,1164.2,Preworkout,Fitnessenth,Video,,351.0,True,1,1,0.010762182637182637,1.393781212841855,0.022592152199762187,0.9932006449576426
2024-01-01,Tt,Tt_Fitnessenth_Video_Preworkout_001,South,1463.75,15.0,97583,2.39,891,12,690.63,Preworkout,Fitnessenth,Video,0.6793,351.0,True,1,1,0.00913068874701536,1.6428170594837261,0.013468013468013467,0.4718223740392827
2024-01-01,Tt,Tt_Fitnessenth_Video_Preworkout_001,Northeast,1102.73,15.0,73515,3.07,824,13,886.64,Preworkout,Fitnessenth,Video,,351.0,True,1,1,0.011208596884989458,1.3382645631067962,0.015776699029126214,0.8040408803605597
2024-01-01,Tt,Tt_Fitnessenth_Video_Preworkout_001,Midwest,912.8,15.0,60853,2.22,545,5,307.24,Preworkout,Fitnessenth,Video,,351.0,True,1,1,0.008956008742379177,1.6748623853211009,0.009174311926605505,0.33659070990359335
2024-01-01,Tt,Tt_Weightloss_Video_Diet_001,West,1685.16,15.0,112344,3.38,1109,30,1759.28,Diet,Weightloss,Video,0.6175,252.72,True,1,1,0.009871466210923592,1.519531109107304,0.027051397655545536,1.0439839540459066
2024-01-01,Tt,Tt_Weightloss_Video_Diet_001,South,2717.52,15.0,181168,3.71,1574,48,2700.61,Diet,Weightloss,Video,,252.72,True,1,1,0.008688068533074274,1.7265057179161372,0.030495552731893267,0.9937774147016398
2024-01-01,Tt,Tt_Weightloss_Video_Diet_001,Northeast,2636.25,15.0,175750,3.11,1618,48,3032.27,Diet,Weightloss,Video,0.6175,252.72,True,1,1,0.009206258890469417,1.629326328800989,0.029666254635352288,1.1502209577999052
2024-01-01,Tt,Tt_Weightloss_Video_Diet_001,Midwest,2178.15,15.0,145209,3.53,1446,34,1944.34,Diet,Weightloss,Video,0.6175,252.72,True,1,1,0.009958060450798504,1.5063278008298755,0.02351313969571231,0.8926566122626999
2024-01-02,Fb,Fb_Athletes_Video_Protein_001,West,1191.25,12.01,99171,3.21,887,28,2400.98,Protein,Athletes,Video,0.485,772.8,False,1,1,0.008944146978451362,1.343010146561443,0.03156708004509583,2.015513116474292
2024-01-02,Fb,Fb_Athletes_Video_Protein_001,South,901.32,12.01,75034,4.02,588,13,1079.47,Protein,Athletes,Video,,772.8,False,1,1,0.007836447477143694,1.532857142857143,0.022108843537414966,1.197654551102827
2024-01-02,Fb,Fb_Athletes_Video_Protein_001,Northeast,836.98,12.01,69678,2.69,688,19,1384.07,Protein,Athletes,Video,0.485,772.8,False,1,1,0.009873991790809151,1.2165406976744186,0.027616279069767442,1.6536476379363902
2024-01-02,Fb,Fb_Athletes_Video_Protein_001,Midwest,867.88,12.01,72251,2.59,650,13,1096.63,Protein,Athletes,Video,0.485,772.8,False,1,1,0.008996415274529072,1.3352,0.02,1.2635733050652165
2024-01-02,Fb,Fb_Athletes_Image_Preworkout_002,West,1053.37,12.01,87693,2.31,823,20,1343.34,Preworkout,Athletes,Image,,538.2,False,1,1,0.0093850136270854,1.2799149453219927,0.024301336573511544,1.2752783922078663
2024-01-02,Fb,Fb_Athletes_Image_Preworkout_002,South,1204.44,12.01,100269,4.06,773,14,847.83,Preworkout,Athletes,Image,,538.2,False,1,1,0.007709262084991373,1.5581371280724452,0.018111254851228976,0.7039204941715652
2024-01-02,Fb,Fb_Athletes_Image_Preworkout_002,Northeast,694.11,12.01,57785,3.51,527,14,825.96,Preworkout,Athletes,Image,,538.2,False,1,1,0.009120013844423293,1.3170967741935484,0.026565464895635674,1.189955482560401
2024-01-02,Fb,Fb_Athletes_Image_Preworkout_002,Midwest,599.32,12.01,49893,3.06,413,6,376.52,Preworkout,Athletes,Image,,538.2,False,1,1,0.008277714308620447,1.4511380145278452,0.014527845036319613,0.6282453447240205
2024-01-02,Fb,Fb_Fitnessenth_Carousel_Weightloss_001,West,1794.78,12.01,149415,3.69,1232,34,2015.79,Weightloss,Fitnessenth,Carousel,,448.5,False,1,1,0.008245490747247598,1.456801948051948,0.027597402597402596,1.1231404406111056
2024-01-02,Fb,Fb_Fitnessenth_Carousel_Weightloss_001,South,2308.99,12.01,192223,2.82,1551,64,3600.43,Weightloss,Fitnessenth,Carousel,,448.5,False,1,1,0.008068753479032166,1.488710509348807,0.041263700838168924,1.5593094816348274
2024-01-02,Fb,Fb_Fitnessenth_Carousel_Weightloss_001,Northeast,2414.2,12.01,200982,2.21,1766,77,4633.52,Weightloss,Fitnessenth,Carousel,,448.5,False,1,1,0.008786856534416018,1.367044167610419,0.04360135900339751,1.9192776074890237
2024-01-02,Fb,Fb_Fitnessenth_Carousel_Weightloss_001,Midwest,2263.18,12.01,188410,3.12,1829,72,4190.35,Weightloss,Fitnessenth,Carousel,,448.5,False,1,1,0.009707552677671037,1.2373865500273373,0.03936577364680153,1.8515319152696652
2024-01-02,Google,Google_Athletes_Search_Protein_001,West,1095.08,15.01,72932,2.61,1052,34,2636.34,Protein,Athletes,Search,,940.8,False,1,1,0.014424395327154062,1.0409505703422053,0.03231939163498099,2.4074405522884175
2024-01-02,Google,Google_Athletes_Search_Protein_001,South,1280.04,15.01,85250,3.36,1528,38,2945.35,Protein,Athletes,Search,,940.8,False,1,1,0.01792375366568915,0.8377225130890052,0.024869109947643978,2.3009827817880693
2024-01-02,Google,Google_Athletes_Search_Protein_001,Northeast,948.79,15.01,63189,2.55,1172,33,2765.67,Protein,Athletes,Search,,940.8,False,1,1,0.018547532007153145,0.8095477815699659,0.028156996587030716,2.9149442974736246
2024-01-02,Google,Google_Athletes_Search_Protein_001,Midwest,1045.31,15.01,0,3.09,0,0,2021.74,Protein,Athletes,Search,,940.8,False,1,1,,,,1.9341056720016072
2024-01-02,Google,Google_Weightloss_Search_Diet_001,West,1448.32,15.01,96458,3.29,1410,28,1623.79,Diet,Weightloss,Search,,393.12,False,1,1,0.014617761098094508,1.027177304964539,0.019858156028368795,1.121154164825453
2024-01-02,Google,Google_Weightloss_Search_Diet_001,South,2070.41,15.01,137889,4.29,1877,64,3844.03,Diet,Weightloss,Search,,393.12,False,1,1,0.013612398378405818,1.1030420884389984,0.034096963239211506,1.8566515810878041
2024-01-02,Google,Google_Weightloss_Search_Diet_001,Northeast,2068.23,15.01,137744,2.65,2385,73,4798.8,Diet,Weightloss,Search,,393.12,False,1,1,0.017314728772215123,0.867182389937107,0.030607966457023062,2.320244847043124
2024-01-02,Google,Google_Weightloss_Search_Diet_001,Midwest,1868.09,15.01,124414,2.13,2115,65,4054.37,Diet,Weightloss,Search,,393.12,False,1,1,0.01699969456813542,0.88325768321513,0.030732860520094562,2.1703290526687686
2024-01-02,Google,Google_Fitnessenth_Display_Preworkout_001,West,1169.82,15.01,77909,3.31,1290,24,1289.52,Preworkout,Fitnessenth,Display,,546.0,False,1,1,0.01655777894723331,0.9068372093023256,0.018604651162790697,1.1023234343745192
2024-01-02,Google,Google_Fitnessenth_Display_Preworkout_001,South,1191.6,15.01,79360,2.65,1526,25,1457.72,Preworkout,Fitnessenth,Display,,546.0,False,1,1,0.01922883064516129,0.7808650065530799,0.0163826998689384,1.2233299765021821
2024-01-02,Google,Google_Fitnessenth_Display_Preworkout_001,Northeast,668.44,15.01,44518,3.0,842,13,801.81,Preworkout,Fitnessenth,Display,,546.0,False,1,1,0.0189136978300912,0.7938717339667459,0.015439429928741092,1.1995242654538925
2024-01-02,Google,Google_Fitnessenth_Display_Preworkout_001,Midwest,751.69,15.01,50062,3.82,848,9,534.24,Preworkout,Fitnessenth,Display,,546.0,False,1,1,0.016938995645399704,0.8864268867924529,0.01061320754716981,0.7107185142811531
2024-01-02,Tt,Tt_Athletes_Video_Protein_001,West,1606.02,10.03,160441,4.19,1111,32,2472.66,Protein,Athletes,Video,0.7395,604.8,False,1,1,0.006924663895139023,1.4455625562556256,0.0288028802880288,1.539619680950424
2024-01-02,Tt,Tt_Athletes_Video_Protein_001,South,1247.85,10.03,124660,3.95,1331,35,2856.24,Protein,Athletes,Video,0.7395,604.8,False,1,1,0.010677041553024225,0.9375281743050338,0.02629601803155522,2.2889289578074288
2024-01-02,Tt,Tt_Athletes_Video_Protein_001,Northeast,1577.31,10.03,157573,2.6,1416,41,3357.67,Protein,Athletes,Video,0.7395,604.8,False,1,1,0.008986311106598211,1.1139194915254238,0.028954802259887006,2.1287318282392174
2024-01-02,Tt,Tt_Athletes_Video_Protein_001,Midwest,1146.33,10.03,114518,5.33,851,22,1692.47,Protein,Athletes,Video,0.7395,604.8,False,1,1,0.007431146195357935,1.347038777908343,0.025851938895417155,1.4764247642476427
2024-01-02,Tt,Tt_Fitnessenth_Video_Preworkout_001,West,1710.02,10.03,170831,2.96,1508,30,1669.24,Preworkout,Fitnessenth,Video,,351.0,False,1,1,0.008827437643050735,1.1339655172413794,0.01989389920424403,0.976152325703793
2024-01-02,Tt,Tt_Fitnessenth_Video_Preworkout_001,South,1425.18,10.03,142375,2.74,1098,16,967.22,Preworkout,Fitnessenth,Video,0.6779,351.0,False,1,1,0.007712028094820017,1.2979781420765029,0.014571948998178506,0.6786651510686369
2024-01-02,Tt,Tt_Fitnessenth_Video_Preworkout_001,Northeast,1196.55,10.03,119535,4.73,902,14,871.16,Preworkout,Fitnessenth,Video,0.6779,351.0,False,1,1,0.007545907056510645,1.326552106430155,0.015521064301552107,0.7280598387029377
2024-01-02,Tt,Tt_Fitnessenth_Video_Preworkout_001,Midwest,1160.62,10.03,115945,3.37,1021,13,761.7,Preworkout,Fitnessenth,Video,,351.0,False,1,1,0.008805899348829187,1.1367482859941234,0.012732615083251714,0.6562871568644346
2024-01-02,Tt,Tt_Weightloss_Video_Diet_001,West,1159.61,10.03,115844,4.05,944,24,1263.44,Diet,Weightloss,Video,0.6163,252.72,False,1,1,0.00814888988639895,1.2284004237288135,0.025423728813559324,1.0895387242262486
2024-01-02,Tt,Tt_Weightloss_Video_Diet_001,South,1928.03,10.03,192610,2.77,1900,63,3788.88,Diet,Weightloss,Video,,252.72,False,1,1,0.009864493016977312,1.0147526315789475,0.03315789473684211,1.9651561438359362
2024-01-02,Tt,Tt_Weightloss_Video_Diet_001,Northeast,2318.65,10.03,231633,3.3,1983,76,4801.78,Diet,Weightloss,Video,0.6163,252.72,False,1,1,0.008560956340417817,1.1692637418053455,0.03832576903681291,2.0709378302029195
2024-01-02,Tt,Tt_Weightloss_Video_Diet_001,Midwest,2820.64,10.03,281782,2.41,2439,78,4707.07,Diet,Weightloss,Video,,252.72,False,1,1,0.008655627399904891,1.1564739647396474,0.03198031980319803,1.6687950252424981
2024-01-03,Fb,Fb_Athletes_Video_Protein_001,West,1334.73,12.02,111005,2.88,1084,32,2429.39,Protein,Athletes,Video,0.4841,772.8,False,1,1,0.009765325886221341,1.2313007380073802,0.02952029520295203,1.8201359076367505
2024-01-03,Fb,Fb_Athletes_Video_Protein_001,South,851.56,12.02,70821,4.21,606,18,1313.37,Protein,Athletes,Video,0.4841,772.8,False,1,1,0.008556784004744356,1.4052145214521452,0.0297029702970297,1.5423105829301518
2024-01-03,Fb,Fb_Athletes_Video_Protein_001,Northeast,755.71,12.02,62850,2.97,484,16,1191.67,Protein,Athletes,Video,0.4841,772.8,False,1,1,0.007700875099443119,1.5613842975206613,0.03305785123966942,1.5768879596670682
2024-01-03,Fb,Fb_Athletes_Video_Protein_001,Midwest,534.05,12.02,44415,2.8,436,11,929.4,Protein,Athletes,Video,,772.8,False,1,1,0.00981650343352471,1.2248853211009174,0.02522935779816514,1.7402864900290236
2024-01-03,Fb,Fb_Athletes_Image_Preworkout_002,West,740.23,12.02,61562,2.76,597,19,1086.43,Preworkout,Athletes,Image,,538.2,False,1,1,0.009697540690685813,1.2399162479061976,0.031825795644891124,1.467692473960796
2024-01-03,Fb,Fb_Athletes_Image_Preworkout_002,South,789.56,12.02,65665,2.32,774,19,1114.54,Preworkout,Athletes,Image,,538.2,False,1,1,0.011787101195461815,1.0201033591731266,0.02454780361757106,1.4115963321343534
2024-01-03,Fb,Fb_Athletes_Image_Preworkout_002,Northeast,723.89,12.02,60203,2.41,555,13,739.63,Preworkout,Athletes,Image,,538.2,False,1,1,0.009218809693869076,1.3043063063063063,0.023423423423423424,1.0217436350826783
2024-01-03,Fb,Fb_Athletes_Image_Preworkout_002,Midwest,569.13,12.02,47333,2.27,458,8,492.35,Preworkout,Athletes,Image,,538.2,False,1,1,0.009676124479749857,1.2426419213973798,0.017467248908296942,0.8650923339131658
2024-01-03,Fb,Fb_Fitnessenth_Carousel_Weightloss_001,West,1563.57,12.02,130037,3.51,1073,32,1864.72,Weightloss,Fitnessenth,Carousel,,448.5,False,1,1,0.008251497650668656,1.4571947809878845,0.02982292637465051,1.1926041047090952
2024-01-03,Fb,Fb_Fitnessenth_Carousel_Weightloss_001,South,1587.58,12.02,132034,2.06,1210,44,2752.39,Weightloss,Fitnessenth,Carousel,,448.5,False,1,1,0.00916430616356393,1.3120495867768593,0.03636363636363636,1.7337016087378274
2024-01-03,Fb,Fb_Fitnessenth_Carousel_Weightloss_001,Northeast,1460.39,12.02,121456,2.85,1303,65,3713.67,Weightloss,Fitnessenth,Carousel,,448.5,False,1,1,0.010728164932156501,1.1207904834996163,0.0498848810437452,2.5429303131355323
2024-01-03,Fb,Fb_Fitnessenth_Carousel_Weightloss_001,Midwest,1045.21,12.02,86927,2.97,834,35,1988.57,Weightloss,Fitnessenth,Carousel,,448.5,False,1,1,0.00959425725033649,1.2532494004796164,0.04196642685851319,1.9025554673223561
2024-01-03,Google,Google_Athletes_Search_Protein_001,West,938.66,15.03,62452,2.43,1178,44,3675.17,Protein,Athletes,Search,,940.8,False,1,1,0.018862486389547174,0.7968251273344652,0.03735144312393888,3.9153367566531014
2024-01-03,Google,Google_Athletes_Search_Protein_001,South,898.56,15.03,59784,4.2,1157,34,2660.09,Protein,Athletes,Search,,940.8,False,1,1,0.019353004148267097,0.7766292134831461,0.029386343993085567,2.9603921830484334
2024-01-03,Google,Google_Athletes_Search_Protein_001,Northeast,1303.24,15.03,86709,2.61,0,41,3593.14,Protein,Athletes,Search,,940.8,False,1,1,0.0,,,2.757082348608084
2024-01-03,Google,Google_Athletes_Search_Protein_001,Midwest,583.43,15.03,38817,3.25,724,16,1255.56,Protein,Athletes,Search,,940.8,False,1,1,0.018651621712136437,0.805842541436464,0.022099447513812154,2.15203194899131
2024-01-03,Google,Google_Weightloss_Search_Diet_001,West,1155.81,15.03,76900,2.4,1422,36,2070.26,Diet,Weightloss,Search,,393.12,False,1,1,0.018491547464239273,0.8128059071729957,0.02531645569620253,1.7911767505039757
2024-01-03,Google,Google_Weightloss_Search_Diet_001,South,1770.87,15.03,117822,2.8,2155,64,3885.57,Diet,Weightloss,Search,,393.12,False,1,1,0.01829030232044949,0.8217494199535962,0.029698375870069606,2.194158803300073
2024-01-03,Google,Google_Weightloss_Search_Diet_001,Northeast,1919.58,15.03,127716,2.45,2128,70,4357.79,Diet,Weightloss,Search,,393.12,False,1,1,0.01666196874314886,0.9020582706766916,0.03289473684210526,2.270178893299576
2024-01-03,Google,Google_Weightloss_Search_Diet_001,Midwest,1025.82,15.03,68251,3.24,1259,34,2068.54,Diet,Weightloss,Search,,393.12,False,1,1,0.01844661616679609,0.8147895154884829,0.027005559968228753,2.0164746251779064
2024-01-03,Google,Google_Fitnessenth_Display_Preworkout_001,West,469.88,15.03,31262,2.57,0,13,715.2,Preworkout,Fitnessenth,Display,,546.0,False,1,1,0.0,,,1.5220907465735933
2024-01-03,Google,Google_Fitnessenth_Display_Preworkout_001,South,868.37,15.03,57775,2.27,1113,18,1047.49,Preworkout,Fitnessenth,Display,,546.0,False,1,1,0.019264387710947642,0.7802066486972148,0.016172506738544475,1.206271520204521
2024-01-03,Google,Google_Fitnessenth_Display_Preworkout_001,Northeast,921.64,15.03,61320,3.77,0,12,691.31,Preworkout,Fitnessenth,Display,,546.0,False,1,1,0.0,,,0.7500868017881168
2024-01-03,Google,Google_Fitnessenth_Display_Preworkout_001,Midwest,713.87,15.03,47496,2.71,850,9,553.18,Preworkout,Fitnessenth,Display,,546.0,False,1,1,0.01789624389422267,0.8398470588235294,0.010588235294117647,0.7749029935422415
2024-01-03,Tt,Tt_Athletes_Video_Protein_001,West,1989.83,10.03,198586,2.76,1778,49,3835.22,Protein,Athletes,Video,,604.8,False,1,1,0.008953299829796662,1.1191394825646794,0.027559055118110236,1.927410884346904
2024-01-03,Tt,Tt_Athletes_Video_Protein_001,South,1359.4,10.03,135668,2.59,936,23,1815.14,Protein,Athletes,Video,0.738,604.8,False,1,1,0.006899195093905711,1.4523504273504275,0.024572649572649572,1.3352508459614536
2024-01-03,Tt,Tt_Athletes_Video_Protein_001,Northeast,1648.68,10.03,164538,2.68,1646,35,2750.79,Protein,Athletes,Video,0.738,604.8,False,1,1,0.01000376812651181,1.0016281895504253,0.0212636695018226,1.6684802387364437
2024-01-03,Tt,Tt_Athletes_Video_Protein_001,Midwest,1138.18,10.03,113590,4.45,785,18,1504.25,Protein,Athletes,Video,0.738,604.8,False,1,1,0.006910819614402677,1.4499108280254778,0.022929936305732482,1.3216275105870776
2024-01-03,Tt,Tt_Fitnessenth_Video_Preworkout_001,West,1483.84,10.03,148088,2.38,1349,21,1332.06,Preworkout,Fitnessenth,Video,0.6765,351.0,False,1,1,0.009109448436065043,1.0999555226093403,0.015567086730911787,0.8977113435410826
2024-01-03,Tt,Tt_Fitnessenth_Video_Preworkout_001,South,1315.41,10.03,131277,2.59,1274,20,1170.76,Preworkout,Fitnessenth,Video,0.6765,351.0,False,1,1,0.009704670277352468,1.0325039246467818,0.015698587127158554,0.89003428588805
2024-01-03,Tt,Tt_Fitnessenth_Video_Preworkout_001,Northeast,1210.46,10.03,120803,2.31,982,14,819.94,Preworkout,Fitnessenth,Video,,351.0,False,1,1,0.00812893719526833,1.2326476578411405,0.014256619144602852,0.6773788477107877
2024-01-03,Tt,Tt_Fitnessenth_Video_Preworkout_001,Midwest,981.83,10.03,97987,3.07,979,10,587.18,Preworkout,Fitnessenth,Video,0.6765,351.0,False,1,1,0.009991121271189035,1.002890704800817,0.010214504596527068,0.5980465049957732
2024-01-03,Tt,Tt_Weightloss_Video_Diet_001,West,1569.03,10.03,156589,3.62,1690,44,2887.74,Diet,Weightloss,Video,0.615,252.72,False,1,1,0.010792584408866523,0.9284201183431953,0.02603550295857988,1.8404619414542742
2024-01-03,Tt,Tt_Weightloss_Video_Diet_001,South,1988.01,10.03,198404,2.26,1985,72,4127.58,Diet,Weightloss,Video,0.615,252.72,False,1,1,0.010004838612124756,1.0015163727959697,0.036272040302267,2.0762370410611615
2024-01-03,Tt,Tt_Weightloss_Video_Diet_001,Northeast,1363.32,10.03,136060,2.96,1692,62,3854.99,Diet,Weightloss,Video,0.615,252.72,False,1,1,0.012435690136704395,0.8057446808510638,0.03664302600472813,2.827648681160696
2024-01-03,Tt,Tt_Weightloss_Video_Diet_001,Midwest,2363.41,10.03,235869,2.99,2141,52,2910.73,Diet,Weightloss,Video,0.615,252.72,False,1,1,0.009077072442754242,1.1038813638486689,0.024287716020551145,1.2315806398381999
2024-01-04,Fb,Fb_Athletes_Video_Protein_001,West,1487.55,12.04,123592,2.96,1096,28,2225.91,Protein,Athletes,Video,0.4831,772.8,False,1,1,0.008867887889183766,1.3572536496350365,0.025547445255474453,1.496359786225673
2024-01-04,Fb,Fb_Athletes_Video_Protein_001,South,910.03,12.04,75609,3.76,625,14,1179.98,Protein,Athletes,Video,0.4831,772.8,False,1,1,0.008266211694375008,1.456048,0.0224,1.2966385723547575
2024-01-04,Fb,Fb_Athletes_Video_Protein_001,Northeast,874.61,12.04,72665,3.51,544,14,1047.48,Protein,Athletes,Video,,772.8,False,1,1,0.007486410238766944,1.6077389705882352,0.025735294117647058,1.197653811413087
2024-01-04,Fb,Fb_Athletes_Video_Protein_001,Midwest,755.6,12.04,62778,4.44,435,10,799.73,Protein,Athletes,Video,0.4831,772.8,False,1,1,0.006929179011755711,1.7370114942528736,0.022988505747126436,1.0584039174166227
2024-01-04,Fb,Fb_Athletes_Image_Preworkout_002,West,765.62,12.04,63610,3.47,605,22,1394.35,Preworkout,Athletes,Image,,538.2,False,1,1,0.009511083163024682,1.2654876033057851,0.03636363636363636,1.8212037303100754
2024-01-04,Fb,Fb_Athletes_Image_Preworkout_002,South,832.68,12.04,69182,2.3,669,17,985.44,Preworkout,Athletes,Image,,538.2,False,1,1,0.009670145413546877,1.2446636771300448,0.025411061285500747,1.1834558293702264
